hash_par_vitima_suspeito,data_da_denuncia,denunciante,relacao_demandante_vitima,canal_de_atendimento,pais_de_origem_da_vitima,uf,estado,municipio,cenario_da_violacao,grupo_vulneravel,genero_da_vitima,idade_vitima,grau_instrucao_da_vitima,faixa_de_renda_da_vitima,raca_cor_da_vitima,deficiencia_vitima,genero_do_suspeito,idade_suspeito,grau_instrucao_do_suspeito,faixa_de_renda_do_suspeito,raca_cor_do_suspeito,deficiencia_suspeito,relacao_suspeito_x_vitima,denuncia_emergencial,nacionalidade_da_vitima,nacionalidade_do_suspeito,pais_de_origem_do_suspeito,etnia_da_vitima,etnia_do_suspeito,violacoes,motivacoes,agravantes,orientacao_sexual
D2AA8482BA6EA5E0AF0C3EEFACDAB55B5950A7157026E6A5B438427DD8F27CAD,30/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,BA,Bahia,Xique-Xique,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,02 a 04 anos,N/D,N/D,N/D,N/D,FEMININO,N/D,N/D,N/D,N/D,N/D,PAI/ MÃE,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.MAUS TRATOS,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES;Agravantes.DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.VÍTIMA IDOSA;Agravantes.CRIANÇA;Agravantes.AGRESSOR CONHECIDO;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE,
C6E27B2DD6377E74FA342C5B3427CA29A2333FDC8E22360A723D84B0C7F91032,02/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Valparaíso,DELEGACIA DE POLÍCIA COMO UNIDADE PRISIONAL,Violência Contra Pessoa em Restrição de Liberdade,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,BRASILEIRO(A),N/D,BRASIL,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_direito_liberdade.FALTA DE ACESSIBILIDADE,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.AUTOR EM POSIÇÃO DE ASCENÇÃO OU DE AUTORIDADE,
376A7A3D191020DF9311520D4992119AE78577E1AE02216A03BA9664F696EC75,24/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,São Paulo,"BAR, LANCHONETE, RESTAURANTE",Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,,
824B51C652A34747256D1E17599C1976195939434CF15E13102D0B58752DE253,10/06/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,GO,Goias,Jataí,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,15 a 17 anos,ENSINO MÉDIO COMPLETO,N/D,BRANCA,NÃO,MASCULINO,35 a 39 anos,ENSINO FUNDAMENTAL INCOMPLETO,ATÉ 1 SALÁRIO MÍNIMO,BRANCA,NÃO,N/D,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_psicologica.AMEAÇA/COAÇÃO,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
6D7AF10FD293626AF1D6E41997D109ADD216415E92721BEE4684B1D2ECC3528A,19/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,Limoeiro,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,N/D,N/D,N/D,N/D,MASCULINO,20 a 24 anos,N/D,N/D,N/D,N/D,FILHO(A),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.INJÚRIA;violencia_agressao_honra.DIFAMAÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA,Motivação.EM RAZÃO DA IDADE,"Agravantes.EM PÚBLICO - OUTRAS PESSOAS PRESENCIAM AS AGRESSÕES;Agravantes.VIOLÊNCIA NO ÂMBITO DOMÉSTICO - COABITAÇÃO E HOSPITALIDADE;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.RISCO DE MORTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
8017A7EBE17742662BFE045EC87885C309881AACDC0D6E93C0D32156962A0B63,28/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Uberaba,UNIDADE PRISIONAL,Violência Contra Pessoa em Restrição de Liberdade,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,DIREITOR(A) DA UNIDADE PRISIONAL,NÃO,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.MAUS TRATOS;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.TORTURA PSÍQUICA,,Agravantes.RISCO DE MORTE,
E383F4345F9795C2C88BB30C89D469289BCE1C140D21A9C3A25CE38CD80228F6,10/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,ES,Espírito Santo,Linhares,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,02 a 04 anos,N/D,N/D,PARDA,NÃO,FEMININO,20 a 24 anos,ENSINO MÉDIO COMPLETO,ATÉ 1 SALÁRIO MÍNIMO,PARDA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_fisica.LESÃO CORPORAL;violencia_fisica.MAUS TRATOS;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.EXPOSIÇÃO;violencia_violacoes_gerais.LIBERDADE SEXUAL PSÍQUICA - ABUSO SEXUAL PSÍQUICO;violencia_violacoes_gerais.LIBERDADE SEXUAL FÍSICA - ESTUPRO,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR DESCONHECIDO",
C9EE8FDEE5FCF0324B4FD953015272AEF784BAA42465AC6A40FA8E7231AC0123,15/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Caiuá,UNIDADE PRISIONAL,Violência Contra Pessoa em Restrição de Liberdade,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,DIREITOR(A) DA UNIDADE PRISIONAL,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.VÍTIMA PRESA EM INSTITUIÇÃO PÚBLICA;Agravantes.AUTOR EM POSIÇÃO DE ASCENÇÃO OU DE AUTORIDADE,
64C4B5200A949F6CD4675F0424253F979A462AFF39167CEE6056F517BAB6A1DE,08/03/2020 00:00,TERCEIRO,IRMÃO(Ã),DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,AL,Alagoas,Jaramataia,CASA VÍTIMA,Violência Contra Criança ou Adolescente,FEMININO,12 a 14 anos,N/D,N/D,N/D,N/D,FEMININO,N/D,N/D,N/D,N/D,N/D,SEM RELAÇÃO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.CONSTRANGIMENTO;violencia_agressao_honra.DIFAMAÇÃO;violencia_agressao_honra.CALÚNIA,Motivação.EM RAZÃO DA IDADE,Agravantes.AGRESSOR CONHECIDO,
07A0D001DEB096ECF2507DFF6D856BC37CF28F2CCA13EC75995CCB4C81D69487,08/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MG,Minas Gerais,Belo Horizonte,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,60 a 64 anos,ENSINO MÉDIO COMPLETO,3 A 5 SALÁRIOS MÍNIMOS,PARDA,NÃO,MASCULINO,35 a 39 anos,SUPERIOR COMPLETO,N/D,BRANCA,NÃO,VIZINHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_agressao_honra.CALÚNIA;violencia_agressao_honra.INJÚRIA;violencia_violacoes_gerais.AGRESSÕES QUE VIOLAM O DIREITO A IGUALDADE FORMAL,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.AGRESSOR CONHECIDO,
1F222D8F8192490DEB7DE545DB176DF1EA35A176A664AA532A6A221174E2D9B9,07/04/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Rio de Janeiro,CASA VÍTIMA,Violência Contra Criança ou Adolescente,FEMININO,15 a 17 anos,N/D,N/D,N/D,N/D,MASCULINO,40 a 44 anos,N/D,N/D,N/D,N/D,PAI/ MÃE,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,BRASIL,N/D,N/D,violencia_fisica.LESÃO CORPORAL;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.TORTURA FÍSICA;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.TORTURA PSÍQUICA;violencia_crime_vida.TENTATIVA DE FEMINICÍDIO,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
72FBF317EF84AB89FE0708925CBDD1867008EC79D562C1CAAD0BD8EFE2C6237F,02/04/2020 00:00,TERCEIRO,FILHO(A),DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Petrópolis,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,70 a 74 anos,N/D,N/D,N/D,N/D,MASCULINO,45 a 49 anos,N/D,N/D,N/D,N/D,SEM RELAÇÃO,SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,N/D,N/D,N/D,violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_honra.INJÚRIA,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
48BD87873528817B460172417E30B8CF1CF8581C6B58FB7A9D2352150A488E3B,31/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,Barra Mansa,CASA DO SUSPEITO,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.CONSTRANGIMENTO,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,Agravantes.AGRESSOR CONHECIDO,
9F0F8CE7189EE9C7A8D4F128E3925780673C753EE32C8A550B89DC85B3C50FF4,21/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,São João de Meriti,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,15 a 17 anos,ENSINO MÉDIO INCOMPLETO,1 A 3 SALÁRIOS MÍNIMOS,BRANCA,NÃO,MASCULINO,60 a 64 anos,N/D,1 A 3 SALÁRIOS MÍNIMOS,BRANCA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.EXPOSIÇÃO;violencia_psicologica.INSUBSISTÊNCIA AFETIVA,Motivação.EM RAZÃO DA IDADE,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO",
5B31CEA212308EB028E675D48260C773CC75964C495FED31DB107597F011A18F,26/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MT,Mato Grosso,Guarantã do Norte,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,12 a 14 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,PARDA,NÃO,MASCULINO,20 a 24 anos,N/D,N/D,PARDA,NÃO,N/D,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.INSUBSISTÊNCIA INTELECTUAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_violacoes_gerais.LIBERDADE SEXUAL FÍSICA - ESTUPRO,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DO SEXO BIOLÓGICO,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
C2665B0C64FF7522BA9E98649AAB7E0DB5321A495DFEE6CA52AF16EC7C1D05AA,05/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,BA,Bahia,Salvador,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_agressao_direito_liberdade.AUTONOMIA DE VONTADE,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
E2E2324AC417A5E6716050FA31A92F978218F8564D0DBBEA18B1123E3069043C,01/03/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,ES,Espírito Santo,Vila Velha,VIA PÚBLICA,Violência Contra População LGBTQIA+,MASCULINO,35 a 39 anos,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,VIZINHO(A),SITUAÇÃO FLAGRANTE - ATÉ 24H DA OCORRÊNCIA,N/D,N/D,BRASIL,N/D,N/D,violencia_psicologica.TORTURA PSÍQUICA;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.EXPOSIÇÃO;violencia_agressao_honra.INJÚRIA,Motivação.EM RAZÃO DE ORIENTAÇÃO SEXUAL/IDEOLOGIA DE GÊNERO,"Agravantes.AGRESSOR CONHECIDO;Agravantes.MOTIVO VIL, TORPE, INSIDIOSO, CRUEL, À TRAIÇÃO, OU POR DINHEIRO",
86CC5566990C2830B28F0AE4560278B3F4372AB5C1850E84C51F972F1B25692F,07/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,BA,Bahia,Ipiaú,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,MASCULINO,60 a 64 anos,N/D,N/D,N/D,SIM,FEMININO,30 a 34 anos,N/D,N/D,N/D,N/D,MEMBRO,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.MAUS TRATOS;violencia_psicologica.AMEAÇA/COAÇÃO,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CONHECIDO",
45CD91EA9D04A944CF9DDD8DDF098A89EE9B855343059131891BCDA02BCE2932,24/01/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,RJ,Rio de Janeiro,São Gonçalo,"BAR, LANCHONETE, RESTAURANTE",Violência Contra Criança ou Adolescente,FEMININO,05 a 09 anos,N/D,N/D,BRANCA,NÃO,FEMININO,25 a 29 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,BRANCA,NÃO,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DE CONDIÇÕES MENTAIS,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
CAF09EA2AF3C27B6E5585D7EBB716BA981F02858D1087812A42DCBD720050075,13/05/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,Chã Grande,CASA VÍTIMA,Violência Contra População LGBTQIA+,LGBTQIA+,40 a 44 anos,ENSINO FUNDAMENTAL COMPLETO,N/D,PARDA,SIM,N/D,N/D,N/D,N/D,N/D,N/D,N/D,NÃO,BRASILEIRO(A),N/D,N/D,N/D,N/D,violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA,Motivação.EM RAZÃO DE ORIENTAÇÃO SEXUAL/IDEOLOGIA DE GÊNERO,Agravantes.AGRESSOR CONHECIDO,
FC0171057C05CC1C9FA59DB0F151D37278AB5B5A9FC53B0B23208201B94BEE03,28/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Americana,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,MASCULINO,80 anos ou mais,N/D,1 A 3 SALÁRIOS MÍNIMOS,BRANCA,NÃO,FEMININO,45 a 49 anos,N/D,1 A 3 SALÁRIOS MÍNIMOS,BRANCA,NÃO,FILHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_psicologica.CONSTRANGIMENTO;violencia_psicologica.TORTURA PSÍQUICA;violencia_agressao_honra.DIFAMAÇÃO,,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE",
EE710C22B0433A7491098C38AA0D42773B42B714759D3A51AC1FA7595FA4E044,18/06/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PE,Pernambuco,Abreu e Lima,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Pessoa Idosa,FEMININO,80 anos ou mais,ANALFABETO,ATÉ 1 SALÁRIO MÍNIMO,PARDA,NÃO,MASCULINO,20 a 24 anos,N/D,N/D,PARDA,NÃO,NETO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA,Motivação.EM RAZÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,Agravantes.RESULTADO DAS AGRESSÕES SE PROLONGAM AO LONGO DO TEMPO;Agravantes.AGRESSOR CONHECIDO,
43FB4AC33DEFEAC5C778C2246D97225A13BD02AF72F8640201CB1D943AD1A1E7,01/04/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MS,Mato Grosso do Sul,Anastácio,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,10 a 11 anos,ENSINO FUNDAMENTAL INCOMPLETO,N/D,PARDA,NÃO,FEMININO,40 a 44 anos,N/D,N/D,PARDA,N/D,PAI/ MÃE,NÃO,BRASILEIRO(A),PARAGUAIO(A),N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.ASSÉDIO MORAL,Motivação.EM RAZÃO DA IDADE,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
AEAFDE1AD1247E795AABEA9A48E8B4863102E5320C6017AC739532236C970745,01/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,MS,Mato Grosso do Sul,Jardim,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,MASCULINO,05 a 09 anos,N/D,N/D,N/D,NÃO,MASCULINO,N/D,N/D,N/D,N/D,N/D,PAI/ MÃE,NÃO,BRASILEIRO(A),BRASILEIRO(A),BRASIL,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
BF6C6E36F344F08B32F94F5D569FCD3AEE558D17ECA57C7AF2B5540EA3BF2A93,12/03/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Guarulhos,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,N/D,N/D,N/D,PARDA,NÃO,FEMININO,25 a 29 anos,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.INSUBSISTÊNCIA INTELECTUAL;violencia_psicologica.CONSTRANGIMENTO;violencia_agressao_liberdade_civil.CIDADANIA,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,"Agravantes.AGRESSOR CÔNJUGE, CONVIVENTE, ASCENDENTE, DESCENDENTE OU PARENTE;Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL",
E37EE2A90C3A1F7F604061D625294580B6D3C7F4F1D22774FC6786F0193208A4,18/05/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Carapicuíba,CASA DO SUSPEITO,Violência Contra Pessoa Socialmente Vulnerável,N/D,N/D,N/D,N/D,N/D,N/D,MASCULINO,N/D,N/D,N/D,N/D,N/D,VIZINHO(A),NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE,Motivação.EM RAZÃO DE CONFLITO DE IDEIAS,,
4731B0F85DBA788CC2C5067533F4435F46A423E6B7C17D06AB6A40BCB8DDFE56,24/02/2020 00:00,A PRÓPRIA VÍTIMA,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,PB,Paraíba,João Pessoa,CASA DO SUSPEITO,Violência Contra Criança ou Adolescente,FEMININO,12 a 14 anos,N/D,N/D,N/D,N/D,MASCULINO,20 a 24 anos,N/D,N/D,N/D,N/D,N/D,NÃO,N/D,N/D,N/D,N/D,N/D,violencia_fisica.AGRESSÃO/VIAS DE FATO;violencia_psicologica.AMEAÇA/COAÇÃO;violencia_violacoes_gerais.Liberdade Sexual Física - Estupro,Motivação.EM RAZÃO DO SEXO BIOLÓGICO,Agravantes.AGRESSOR CONHECIDO,
6DE848E1456BB8F69A51F51B10F78FA53D20E94517C2EFAB2CA39FEBAAFA5B0A,05/02/2020 00:00,ANÔNIMO,N/D,DENÚNCIA - ATENDIMENTO TELEFÔNICO,BRASIL,SP,São Paulo,Pindamonhangaba,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,Violência Contra Criança ou Adolescente,N/D,N/D,N/D,1 A 3 SALÁRIOS MÍNIMOS,N/D,NÃO,MASCULINO,N/D,N/D,N/D,PARDA,NÃO,PADRASTO/ MADRASTA,NÃO,BRASILEIRO(A),BRASILEIRO(A),N/D,N/D,N/D,violencia_fisica.MAUS TRATOS;violencia_fisica.EXPOSIÇÃO DE RISCO À SAÚDE;violencia_fisica.INSUBSISTÊNCIA MATERIAL;violencia_psicologica.INSUBSISTÊNCIA AFETIVA;violencia_psicologica.ASSÉDIO MORAL;violencia_psicologica.EXPOSIÇÃO;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA PSÍQUICA;violencia_violacoes_gerais.CRIMES CONTRA A SEGURANÇA FÍSICA,Motivação.EM RAZÃO DA IDADE;Motivação.EM RAZÃO DE CONDIÇÕES FÍSICAS,"Agravantes.VÍTIMA IDOSA, CRIANÇA, DEFICIENTE OU MINORIA ÉTNICA OU SOCIAL;Agravantes.AGRESSOR CONHECIDO",
